class	parent	getter_fn	dump_line
CTaskHighTargetAttackPos	CPawnDecision	FUN_10980e30	1502769
CTaskIncreaseSawSomethingLevel	CPawnAction	FUN_10983500	1506081
CTaskIncrementPathPos	CAgentAction	FUN_10980cb0	1502641
CTaskJump	CPawnAction	FUN_10984c00	1508001
CTaskLookAround	CPawnAction	FUN_10980b00	1502497
CTaskLookAroundTarget	CPawnAction	FUN_109821e0	1504449
CTaskLookAt	CAgentAction	FUN_109808c0	1502305
CTaskLookAtVehicle	CPawnAction	FUN_109825d0	1504785
CTaskLookRandom	CPawnAction	FUN_10982210	1504465
CTaskManageAnchor	CAgentAction	FUN_10980e60	1502785
CTaskManageArmy	CPawnAction	FUN_10980dd0	1502737
CTaskMeleeCombo	CPawnAction	FUN_10984ba0	1507969
CTaskMoveStrategy	CPawnDecision	FUN_10982180	1504417
CTaskMoveTo	CAgentAction	FUN_10980860	1502273
CTaskNextWeapon	CPawnAction	FUN_109807d0	1502225
CTaskNotifyUnreachablePos	CPawnAction	FUN_10981d60	1504065
CTaskOperateOnFlagField	CAgentDecision	FUN_10981400	1503265
CTaskOrientAndPlayAnim	CAgentAction	FUN_10984310	1507281
CTaskOrientToward	CPawnAction	FUN_109808f0	1502321
CTaskPathAnalyzer	CPawnDecision	FUN_10982060	1504321
CTaskPathFind	CAgentAction	FUN_10980920	1502337
CTaskPathFindAndMoveTo	CAgentAction	FUN_10980980	1502369
CTaskPathFollow	CPawnAction	FUN_10980950	1502353
CTaskPatrol	CAgentAction	FUN_10982d20	1505409
CTaskPlayAnim	CAgentAction	FUN_109817f0	1503601
CTaskPlayBriefingAnim	CPawnAction	FUN_10983bc0	1506657
CTaskPlaySound	CAgentAction	FUN_10981820	1503617
CTaskPredictImpactPos	CPawnAction	FUN_10981220	1503105
CTaskPrepareSynchActionPosition	CPawnAction	FUN_10981d30	1504049
CTaskPushPlayer	CPawnAction	FUN_10983b60	1506625
CTaskRequestVehicle	CPawnAction	FUN_109825a0	1504769
CTaskReserveProtectionPoint	CAgentAction	FUN_10982540	1504737
CTaskReserveSniperPoint	CPawnAction	FUN_109823c0	1504609
CTaskResourceManager	CAgentAction	FUN_10980e00	1502753
CTaskReturnFailure	CAgentAction	FUN_10980ec0	1502817
CTaskRoot	CNomadObject	FUN_104a1920	803095
CTaskSavePosInFact	CAgentAction	FUN_10981850	1503633
CTaskSearchOpponents	CPawnAction	FUN_109810d0	1502993
CTaskSelectBestOpponents	CPawnDecision	FUN_10981100	1503009
CTaskSelectBestTarget	CPawnDecision	FUN_10982330	1504561
CTaskSelectHitAndRunPoint	CPawnAction	FUN_10984b70	1507953
CTaskSelectRiskPoint	CPawnDecision	FUN_10981a60	1503809
CTaskSelectWeapon	CPawnAction	FUN_109814f0	1503345
CTaskSendActionSignal	CAgentAction	FUN_109815b0	1503409
CTaskSendBrainEvent	CAgentAction	FUN_109818b0	1503665
CTaskSendDominoEvent	CPawnBaseAction	FUN_10983b90	1506641
CTaskSendHMREvent	CPawnAction	FUN_10981280	1503137
CTaskSendReport	CAgentAction	FUN_10981550	1503377
CTaskSendSocialReport	CPawnAction	FUN_10982480	1504673
CTaskSetAimStrategy	CPawnAction	FUN_10981e20	1504129
CTaskSetCurrentState	CPawnAction	FUN_10980d40	1502689
CTaskSetEmotionStrategy	CPawnAction	FUN_10981df0	1504113
CTaskSetFacialEmotion	CPawnAction	FUN_10982360	1504577
CTaskSetFireStrategy	CPawnAction	FUN_10981d90	1504081
CTaskSetForcedLookAtEntity	CPawnAction	FUN_109824b0	1504689
CTaskSetHiding	CAgentAction	FUN_10984c60	1508033
CTaskSetLookStrategy	CPawnAction	FUN_10981dc0	1504097
CTaskSetPathPointPosition	CAgentAction	FUN_10981ac0	1503841
CTaskSetPawnAttribute	CPawnAction	FUN_10981610	1503441
CTaskSetPawnTarget	CPawnAction	FUN_109815e0	1503425
CTaskSetPostureAttribute	CPawnAction	FUN_10981640	1503457
CTaskSetPostureIntention	CPawnAction	FUN_10981670	1503473
CTaskSetSocialEngageMode	CPawnAction	FUN_109822a0	1504513
CTaskSetSpecialStrategy	CPawnAction	FUN_10981e50	1504145
CTaskSetSpeed	CAgentAction	FUN_10980aa0	1502465
CTaskSetStanceOnSniperPoint	CPawnAction	FUN_10982420	1504641
CTaskSetSyncState	CPawnAction	FUN_109834a0	1506049
CTaskShoot	CPawnAction	FUN_10980800	1502241
CTaskShootMortar	CPawnAction	FUN_10980830	1502257
CTaskShootMountedWeapon	CPawnAction	FUN_10981250	1503121
CTaskSmartTerrainExecutor	CAgentAction	FUN_109816d0	1503505
CTaskSmartTerrainFinder	CAgentAction	FUN_109816a0	1503489
CTaskSpecialVehicleDetach	CPawnAction	FUN_10981490	1503313
CTaskSplinePathFind	CAgentAction	FUN_109809b0	1502385
CTaskStopBark	CPawnAction	FUN_109820c0	1504353
CTaskStopBarkGesture	CPawnAction	FUN_109820f0	1504369
CTaskSwitchWeapon	CPawnAction	FUN_10981520	1503361
CTaskTeleportInVehicleSeat	CPawnAction	FUN_10981460	1503297
CTaskTurretOrientTo	CTurretAction	FUN_109848a0	1507713
CTaskTurretSelectWeapon	CTurretAction	FUN_10984840	1507681
CTaskTurretSetState	CTurretAction	FUN_10984870	1507697
CTaskTurretShoot	CTurretAction	FUN_109847e0	1507649
CTaskTurretType	CTurretDecision	FUN_10984810	1507665
CTaskUnReserveCover	CAgentAction	FUN_10981880	1503649
CTaskUpdateBlackboard	CAgentAction	FUN_10980ef0	1502833
CTaskUpdateBuddyAiming	CPawnAction	FUN_109813a0	1503233
CTaskUpdatePathPos	CAgentAction	FUN_10980ce0	1502657
CTaskUseAIBuilding	CPawnAction	FUN_109811f0	1503089
CTaskUseMountedWeapon	CPawnAction	FUN_109811c0	1503073
CTaskUseSniperPoint	CPawnAction	FUN_109823f0	1504625
CTaskVehicleAccost	CVehicleAction	FUN_10983ec0	1506913
CTaskVehicleAggressiveMove	CVehicleAction	FUN_10983e60	1506881
CTaskVehicleBoostFactor	CVehicleAction	FUN_10983fe0	1507009
CTaskVehicleChase	CVehicleAction	FUN_10983e00	1506849
CTaskVehicleCheckExitOnLand	CVehicleDecision	FUN_109840a0	1507073
CTaskVehicleCheckSpeed	CVehicleDecision	FUN_109840d0	1507089
CTaskVehicleCheckUserPriority	CVehicleDecision	FUN_10984100	1507105
CTaskVehicleEnableSteeringEngine	CVehicleAction	FUN_10983fb0	1506993
CTaskVehicleEscapeProjectile	CVehicleAction	FUN_10983f50	1506961
CTaskVehicleGetBargePos	CVehicleAction	FUN_10984040	1507041
CTaskVehicleGetMergePos	CVehicleAction	FUN_10983f80	1506977
CTaskVehicleGetPierAnchor	CVehicleAction	FUN_10983e90	1506897
CTaskVehicleOrientToward	CVehicleAction	FUN_10983f20	1506945
CTaskVehiclePathFollow	CVehicleAction	FUN_10983da0	1506817
CTaskVehicleSelectWeapon	CVehicleAction	FUN_10984900	1507745
CTaskVehicleSetUserRolePriority	CVehicleAction	FUN_10983e30	1506865
CTaskVehicleShoot	CVehicleAction	FUN_109848d0	1507729
CTaskVehicleSink	CVehicleAction	FUN_10984010	1507025
CTaskVehicleStop	CVehicleAction	FUN_10983dd0	1506833
CTaskVehicleTurnAround	CVehicleAction	FUN_10983ef0	1506929
CTaskVehicleTurnCheat	CVehicleAction	FUN_10984070	1507057
CTaskVehicleUpdatePathFollow	CVehicleAction	FUN_10984130	1507121
CTaskWait	CAgentAction	FUN_109807a0	1502209
CTaskWaitAnimGroup	CPawnBaseAction	FUN_10984b10	1507921
CTaskWaitFactExist	CAgentAction	FUN_10981040	1502945
CTaskWaitOriented	CAgentAction	FUN_10980e90	1502801
CTaskWaspChase	CAgentAction	FUN_10984990	1507793
CTaskWaspMoveTo	CAgentAction	FUN_109849c0	1507809
CTaskWatchFlyingProjectile	CPawnAction	FUN_10982120	1504385
CTeamChatMessage	CChatMessage	FUN_1023e5a0	397837
CTeamManager	ITeamManager	FUN_10705df0	1147251
CTerm	CNomadObject	FUN_104ef7f0	854010
CTermFactList	CTerm	FUN_109e54b0	1562539
CTermSingleFact	CTerm	FUN_104ef8b0	854059
CTextureMipResource	CResource	FUN_103b5530	643599
CTextureResource	CResource	FUN_1018d200	274665
CThanatorAgent	CBtzAnimalAgent	FUN_1097f3d0	1501424
CThinPropaneTank	CEntityComponent	FUN_104c9470	830266
CToxicCloudComponent	CEntityComponent	FUN_104c9f00	830636
CTrackingEvent	<root>	FUN_107aaad0	1241133
CTrackingEventFPSClientToggle	CTrackingEventLevelToggle	FUN_107aab40	1241168
CTrackingEventLevelToggle	CTrackingEvent	FUN_107aab10	1241152
CTrackingService	IGameModeService	FUN_104cbed0	832026
CTransmissionTableInfoMsg	CNetDataContainer	FUN_101356e0	215431
CTrapComponent	CEntityComponent	FUN_104ca380	830876
CTravelStartOperation	CGameOperation	FUN_106d1cf0	1116942
CTravelStopOperation	CGameOperation	FUN_106d1d20	1116958
CTriggerChangeCountEvent	CEntityEvent	FUN_107b2ec0	1246250
CTriggerComponent	CEntityComponent	FUN_1021c990	375550
CTriggerEnableEvent	CEntityEvent	FUN_105e0b30	985509
CTriggerEvent	CEntityEvent	FUN_102dc5f0	497965
CTriggerSimpleEvent	CEntityEvent	FUN_1052a7c0	888868
CTurretAction	CAgentAction	FUN_10984780	1507617
CTurretDecision	CAgentDecision	FUN_109847b0	1507633
CTurretSoundAndFXComponent	CCreatureSoundAndFXComponent	FUN_104c95f0	830330
CTutorial	CChallenge	FUN_105f9d20	999332
CUIStrategy	CNomadObject	FUN_1003ced0	41743
CUIStrategyService	IGameModeService	FUN_106eae80	1131043
CUseEquipmentEvent	CEntityEvent	FUN_10693040	1085207
CUsePlantedEquipmentEvent	CUseEquipmentEvent	FUN_107ec070	1280084
CVariantParameter	<root>	FUN_10a13150	1582552
CVehicle	CVehicleBase	FUN_104c9f60	830652
CVehicleAction	CAgentAction	FUN_10983980	1506465
CVehicleAgent	CGameAgent	FUN_1097e250	1501010
CVehicleBase	CGameObject	FUN_104c9960	830428
CVehicleCopterPhysComponent	CVehiclePhysComponent	FUN_1076d1d0	1203577
CVehicleDamagedPartEvent	CEntityEvent	FUN_10771830	1205892
CVehicleDecision	CAgentDecision	FUN_10983d70	1506801
CVehicleEngineFloodedEvent	CEntityEvent	FUN_10729df0	1166867
CVehicleEventExplosion	CEntityEvent	FUN_10563160	919321
CVehicleEventFinalExplosion	CEntityEvent	FUN_105631d0	919358
CVehicleEventIsDestructable	CEntityEvent	FUN_1052a830	888905
CVehicleEventLandTrigger	CEntityEvent	FUN_1059a730	949592
CVehicleEventSetEngineBroken	CEntityEvent	FUN_1052a8a0	888942
CVehicleFloatingPhysComponent	CVehiclePhysComponent	FUN_1076d1a0	1203561
CVehicleFlyingPhysComponent	CVehiclePhysComponent	FUN_1052ec10	891296
CVehicleMaterialComponent	CCustomMaterialComponent	FUN_101a5950	291446
CVehicleNetMessageExplosion	CNetDataContainer	FUN_1076e630	1204294
CVehicleNetworkComponent	CNetworkComponent	FUN_106906d0	1084074
CVehicleParagliderPhysComponent	CVehiclePhysComponent	FUN_1076d170	1203545
CVehiclePhysComponent	CPhysComponent	FUN_1052ebe0	891280
CVehicleScanner	CAgentScanner	FUN_10984190	1507153
CVehicleSmartTerrain	CSmartTerrain	FUN_10980470	1501937
CVehicleSpawnedPartNetDescriptor	CNetDescriptor	FUN_1076d470	1203641
CVehicleStrategy	<root>	FUN_109a3f50	1527023
CVehicleStrategyAIObject	CVehicleStrategy	FUN_109a4000	1527079
CVehicleStrategyEntity	CVehicleStrategy	FUN_109ca590	1548851
CVehicleStrategyPosition	CVehicleStrategy	FUN_109a3f90	1527042
CVehicleType	CNomadObject	FUN_10565bb0	920824
CVehicleTypeEngine	CVehicleType	FUN_105d2a10	978022
CVehicleTypeFlying	CVehicleType	FUN_10565be0	920840
CVehicleTypeWheeled	CVehicleTypeEngine	FUN_106d4180	1117704
CVehicleWheeledPhysComponent	CVehiclePhysComponent	FUN_1076d140	1203529
CViperwolfAgent	CBtzAnimalAgent	FUN_1097f310	1501360
CVisibilityOcclusionVolumeComponent	CEntityComponent	FUN_101a5860	291366
CVisibleObject	CGameAIObject	FUN_1097ddd0	1500942
CVisibleObjectEvent	CEntityEvent	FUN_102530e0	410250
CVoiceFxManager	CSingletonEntity	FUN_101a73b0	293309
CVoteQuestion	CNetDataContainer	FUN_106f0a40	1135136
CVoteQuestionMatch	CVoteQuestion	FUN_106f0ab0	1135166
CVoteQuestionPlayer	CVoteQuestion	FUN_106f0b70	1135216
CVotingService	IGameModeService	FUN_106f01e0	1134834
CWagerRegion	CBasicRegionEntity	FUN_104cc460	832271
CWeapon	CEquipmentBase	FUN_104c9cc0	830556
CWeaponControllerMemento	CNetDataContainer	FUN_1076d670	1203688
CWeaponEventBulletShot	CEntityEvent	FUN_105fab90	999975
CWeaponEventFireBullet	CEntityEvent	FUN_105d2a80	978059
CWeaponEventReload	CEntityEvent	FUN_10815440	1305463
CWeaponFireBulletProperties	CWeaponFireProperties	FUN_1074c780	1187949
CWeaponFireBulletStrategy	CWeaponFireStrategy	FUN_1062ec60	1028877
CWeaponFireMeleeStrategy	CWeaponFireStrategy	FUN_10581ca0	936316
CWeaponFireProjectileProperties	CWeaponFireBulletProperties	FUN_1074c820	1187986
CWeaponFireProjectileStrategy	CWeaponFireBulletStrategy	FUN_1062ec90	1028893
CWeaponFireProperties	CNomadObject	FUN_1074c750	1187933
CWeaponFireStrategy	CEquipmentUseStrategy	FUN_10581ba0	936264
CWeaponIEDMemento	CWeaponProjectileMemento	FUN_107ebf90	1280002
CWeaponMemento	CNetDataContainer	FUN_107ebf30	1279970
CWeaponProjectileControllerMemento	CWeaponControllerMemento	FUN_108206a0	1312703
CWeaponProjectileMemento	CWeaponMemento	FUN_107ebf60	1279986
CWeaponUsedEvent	CEntityEvent	FUN_1054f420	908927
CWeaponsService	IGameModeService	FUN_10581c70	936300
CWorldSector	CResource	FUN_101a5cd0	291734
CXmlResource	CResource	FUN_100c2a90	138894
CZoneInfoComponent	CEntityComponent	FUN_101a6030	291910
CZoneLogicManager	CSingletonEntity	FUN_101a7320	293261
CZoneLogicRegion	CBasicRegionEntity	FUN_101a67d0	292427
CZoneSectorResource	CResource	FUN_1018cf00	274523
ChaliceAgent	PlantAgent	FUN_1097fc60	1501794
HammerheadAgent	CBtzAnimalAgent	FUN_1097f460	1501472
IAuthorizationService	IGameModeService	FUN_101a0620	287378
ICollectionIgnitorComponent	CEntityComponent	FUN_102f1f90	513951
ICountersService	IGameModeService	FUN_102cf8e0	490487
IFile	<root>	FUN_100c1d10	138152
IGOStateContext	<root>	FUN_1054f310	908889
IGameMessageService	IGameModeService	FUN_101a05c0	287346
IGameModeService	CNomadObject	FUN_1003cb50	41451
IGameSoundService	IGameModeService	FUN_101983d0	280838
IGameStatsService	IGameModeService	FUN_104f9430	860145
IMagmaDebugTextService	IGameModeService	FUN_1018d1d0	274649
IOnValueChangedParam	<root>	FUN_1023d740	397194
IOperation	<root>	FUN_10136800	216359
IPlayer	<root>	FUN_10046070	46304
IPlayerService	IGameModeService	FUN_100460b0	46323
IShapeComponent	CEntityComponent	FUN_101a6aa0	292667
IShapeEntity	COmniMapEntity	FUN_101a6710	292363
ISpawnPointService	IGameModeService	FUN_1005a9d0	61690
ITeamManager	IGameModeService	FUN_10705dc0	1147235
MoveData	ActionData	FUN_108d98d0	1419073
Plant	CPawnBase	FUN_104c9ea0	830604
PlantAgent	CPawnBaseAgent	FUN_1097fba0	1501730
PlazaArmouryService	IGameModeService	FUN_1003cc60	41535
PlazaArmouryUIStrategy	CUIStrategy	FUN_1003cff0	41839
PlazaChatService	IGameModeService	FUN_1003cc90	41551
PlazaContextualInteractionService	IGameModeService	FUN_1003ccc0	41567
PlazaContextualInteractionUIStrategy	CUIStrategy	FUN_1003cf60	41791
PlazaCoreService	IGameModeService	FUN_1003ccf0	41583
PlazaFriendService	IGameModeService	FUN_1003cde0	41663
PlazaFriendUIStrategy	CUIStrategy	FUN_1003cfc0	41823
PlazaGameOperationBuilder	CGameOperationBuilder	FUN_1003cbc0	41485
PlazaGameOperationJoin	CGameOperation	FUN_1003cc30	41519
PlazaHudUIStrategy	CUIStrategy	FUN_1003cf00	41759
PlazaMetaGameService	IGameModeService	FUN_1003ce70	41711
PlazaMetaGameUIStrategy	CUIStrategy	FUN_1003d020	41855
PlazaNetworkService	IGameModeService	FUN_1003cd20	41599
PlazaOverHeadPanelUIStrategy	CUIStrategy	FUN_1003cf30	41775
PlazaPawnBeautifierRemotePlayer	CPawnBeautifier	FUN_1003d0b0	41903
PlazaPawnRemotePlayerComponent	CEntityComponent	FUN_1003d0e0	41919
PlazaPlayGroupService	IGameModeService	FUN_1003cdb0	41647
PlazaPlayGroupUIStrategy	CUIStrategy	FUN_1003cf90	41807
PlazaPlayerProfileService	IGameModeService	FUN_1003ce10	41679
PlazaPlayerService	IGameModeService	FUN_1003cd80	41631
PlazaVoiceChatService	IGameModeService	FUN_1003ce40	41695
PlazaWarStatisticService	IGameModeService	FUN_1003cea0	41727
PlazaWarStatisticUIStrategy	CUIStrategy	FUN_1003d050	41871
SPhysMaterial	CNomadDbObjectNamed	FUN_102bdfd0	478895
SSettings	CNomadDbObjectNamed	FUN_1027f200	437391
SSettings	CNomadDbObjectNamed	FUN_1036ff60	599832
SSettings	CNomadDbObjectNamed	FUN_107aff70	1244304
SSkillFxBase	<root>	FUN_105343a0	894344
SSkillFxBlink	SSkillFxBase	FUN_105344d0	894443
SSkillFxCamo	SSkillFxParticles	FUN_105344a0	894427
SSkillFxDelayed	SSkillFxBase	FUN_105343e0	894363
SSkillFxObject	SSkillFxBase	FUN_10534410	894379
SSkillFxParticles	SSkillFxObject	FUN_10534440	894395
SSkillFxPostFx	SSkillFxBase	FUN_10534500	894459
SSkillFxShakeAndRumble	SSkillFxBase	FUN_105345e0	894533
SSkillFxShield	SSkillFxBase	FUN_10534470	894411
SSkillFxSlowmo	SSkillFxBase	FUN_10534570	894496
SSkillFxTacticalStrike	SSkillFxBase	FUN_10534610	894549
SquidAgent	PlantAgent	FUN_1097fc30	1501778
SturmbeestAgent	CBtzAnimalAgent	FUN_1097f430	1501456
TerritoryManagement	Action	FUN_108e59f0	1427647
Turret	CPawnBase	FUN_104c9ed0	830620
TurretAgent	CPawnBaseAgent	FUN_1097f930	1501624
TurretSensorySystem	CPawnBaseSensorySystem	FUN_109eaee0	1565511
VisualAction	<root>	FUN_108e7bb0	1429083
VisualAttack	VisualMove	FUN_108e7c20	1429118
VisualMove	VisualAction	FUN_108e7bf0	1429102
